Sample	posterior	treeLikelihood	birthDeath	clockRate
16750000	-13736.523197193697	-13644.271717490214	-92.25147970348434	0.001232481289449193
16800000	-13730.893469883411	-13641.983256946967	-88.91021293644324	0.0014890731674680696
16850000	-13740.982138597928	-13641.20846379533	-99.77367480259772	7.543294187897493E-4
16900000	-13737.98739577247	-13647.047665708753	-90.93973006371695	0.0012480505381484194
16950000	-13740.842131014479	-13640.465059521011	-100.37707149346654	7.478037149274091E-4
17000000	-13737.385162044518	-13640.281062425347	-97.10409961917168	8.657617085428713E-4
17050000	-13751.370449340731	-13640.388433729613	-110.98201561111833	4.6710180319060575E-4
17100000	-13729.564329795163	-13637.522686346392	-92.04164344877093	0.0011687676388603256
17150000	-13745.424734659502	-13645.499141479495	-99.9255931800071	7.421453542827525E-4
17200000	-13742.43668116387	-13641.151129794793	-101.28555136907724	6.736771422763534E-4
17250000	-13741.8773699748	-13644.435537784542	-97.44183219025678	8.767728326351099E-4
17300000	-13735.318144943842	-13640.388375155133	-94.92976978870824	9.958586233059098E-4
17350000	-13743.509106697376	-13646.828637672985	-96.68046902439099	8.705423026905641E-4
17400000	-13743.301380864139	-13650.659362039809	-92.64201882432958	0.0010637250897055654
17450000	-13747.506660877882	-13647.359942174251	-100.14671870363095	7.388904570138778E-4
17500000	-13740.260303806443	-13641.945328521804	-98.3149752846391	8.590578146425911E-4
17550000	-13742.949824671407	-13646.3279148059	-96.6219098655074	8.38687382348793E-4
17600000	-13738.667737830221	-13647.910748958255	-90.75698887196596	0.0012489400699444554
17650000	-13730.66846014735	-13638.832639869754	-91.83582027759641	0.0012277835168094246
17700000	-13734.591984717266	-13642.60513716002	-91.98684755724551	0.0012603927045150706
17750000	-13747.635908316446	-13642.617005414744	-105.01890290170174	5.79920718284518E-4
17800000	-13744.801237501153	-13647.374069831758	-97.4271676693951	8.728654413846469E-4
17850000	-13735.041918628094	-13641.224392734719	-93.81752589337506	0.0010554483236675622
17900000	-13745.998570433268	-13643.388062478165	-102.61050795510262	6.516186543497409E-4
17950000	-13738.841740915104	-13642.399104145758	-96.44263676934752	8.763762299714073E-4
18000000	-13756.590872935702	-13644.198627926688	-112.39224500901446	4.571239991200845E-4
18050000	-13750.30840231803	-13637.882208153067	-112.42619416496338	4.415178759089799E-4
18100000	-13732.71722041372	-13641.474308006116	-91.2429124076051	0.0012172361630428227
18150000	-13741.561164427476	-13642.602739679698	-98.95842474777871	7.905710174891975E-4
18200000	-13746.062003318433	-13646.551974991868	-99.5100283265657	7.293381266967393E-4
18250000	-13740.070747746642	-13641.886539792884	-98.18420795375908	7.840668866867223E-4
18300000	-13744.737284708395	-13647.171992940921	-97.56529176747462	8.162975480802482E-4
18350000	-13737.527660614049	-13638.780579445247	-98.74708116880119	7.915405091947324E-4
18400000	-13739.40972452388	-13643.784687539383	-95.62503698449885	9.356804592314904E-4
18450000	-13759.82332288199	-13649.79209600627	-110.03122687571981	4.64675236866972E-4
18500000	-13743.867336682306	-13647.844745051516	-96.02259163078925	9.104349278654187E-4
18550000	-13747.878544222052	-13651.801851755576	-96.07669246647598	8.628659393204353E-4
18600000	-13737.209467426357	-13639.563216725985	-97.6462507003726	8.48191175798052E-4
18650000	-13736.033438957313	-13639.219813262955	-96.81362569435777	8.870377403931057E-4
18700000	-13738.178514104404	-13647.66016843901	-90.51834566539347	0.0013565100156544354
18750000	-13748.300978140287	-13648.858689381015	-99.44228875927102	7.274131835431263E-4
18800000	-13740.803844371365	-13648.225691981064	-92.57815239030035	0.00117234219931218
18850000	-13737.6936925889	-13641.582742848854	-96.1109497400461	9.04265310874986E-4
18900000	-13743.664860638022	-13638.84613689087	-104.81872374715216	6.225458595324657E-4
18950000	-13740.7117009309	-13639.812237347138	-100.89946358376274	7.131048474677537E-4
19000000	-13744.818012769814	-13643.196740940497	-101.62127182931816	6.844011493964944E-4
19050000	-13737.267498313435	-13639.551049675878	-97.71644863755623	8.427174933391921E-4
19100000	-13735.195024407636	-13647.799669750182	-87.39535465745476	0.001700258990551652
19150000	-13753.766894073478	-13649.287232745502	-104.47966132797633	5.985277078530618E-4
19200000	-13751.708860906128	-13642.325159132986	-109.38370177314154	4.812727765592964E-4
19250000	-13733.639050113256	-13641.780115820833	-91.8589342924227	0.0012112642125919925
19300000	-13743.218076441657	-13644.974776572362	-98.24329986929541	8.688644218700283E-4
19350000	-13738.727140011619	-13643.583424163055	-95.1437158485642	9.805558323758166E-4
19400000	-13745.814260887288	-13647.044931419723	-98.76932946756392	7.597467693831769E-4
19450000	-13732.309257360652	-13638.149448802164	-94.15980855848768	0.0010423094781975102
19500000	-13738.294050251712	-13646.641047018373	-91.65300323333989	0.0012104806713232569
19550000	-13737.90024713833	-13643.315386294724	-94.58486084360645	0.001029160778766475
19600000	-13733.896743327747	-13640.763104757652	-93.13363857009351	0.0010933940270149464
19650000	-13736.52208964411	-13643.130988506036	-93.39110113807331	0.0010652187051165445
19700000	-13737.855216317326	-13641.471811549234	-96.3834047680912	8.698511378686828E-4
19750000	-13744.60014432331	-13646.768261260986	-97.83188306232448	8.490559377876156E-4
19800000	-13742.484081658486	-13644.207463995428	-98.27661766305809	7.96238422870736E-4
19850000	-13737.706005327334	-13640.046950133452	-97.65905519388309	8.322212963813388E-4
19900000	-13735.382552190924	-13642.53695476206	-92.84559742886464	0.0010960945850482118
19950000	-13739.180127692909	-13639.790924637115	-99.38920305579536	7.687399452455648E-4
20000000	-13733.206667226093	-13642.689380623466	-90.51728660262836	0.001300365138146917
20050000	-13736.955985312083	-13645.028013104002	-91.9279722080805	0.001190671667687202
20100000	-13743.161746551368	-13643.704542540561	-99.4572040108066	7.348272831398761E-4
20150000	-13745.461824710772	-13643.713950932002	-101.7478737787699	6.78385880899313E-4
20200000	-13735.408686406729	-13641.942194486357	-93.46649192037135	0.0011179680833184004
20250000	-13732.473360933074	-13640.647852499062	-91.82550843401339	0.0011850222534005117
20300000	-13741.372338810646	-13648.572502357787	-92.79983645285961	0.0010426817559108603
20350000	-13744.837687660516	-13646.235950960627	-98.60173669988856	7.789870296956602E-4
20400000	-13744.447367647415	-13644.135555015042	-100.31181263237316	7.487062496684397E-4
20450000	-13747.35882793215	-13645.844309745082	-101.51451818706886	6.953927322304345E-4
20500000	-13735.667282084376	-13642.731274555768	-92.93600752860677	0.0010878305941594705
20550000	-13735.892115913051	-13639.471254590197	-96.42086132285469	8.898937525874742E-4
20600000	-13742.504978732377	-13644.294590586169	-98.21038814620718	7.959886307400572E-4
20650000	-13743.732631039637	-13641.752206476333	-101.98042456330468	6.748879744697535E-4
20700000	-13736.076656553478	-13638.40058443348	-97.67607211999686	8.318316135005762E-4
20750000	-13738.175521473528	-13643.62773661418	-94.54778485934808	9.893575141198003E-4
20800000	-13738.62479638861	-13642.835158506521	-95.78963788208887	8.970161670255704E-4
20850000	-13744.893220352442	-13652.570073255025	-92.32314709741608	0.0011313766033545676
20900000	-13756.310031715517	-13642.707996316245	-113.60203539927225	4.405989368128812E-4
20950000	-13762.429410060715	-13648.500347941585	-113.92906211913066	4.24171570811441E-4
21000000	-13733.123946077681	-13645.011570101586	-88.1123759760956	0.0016401652341476835
21050000	-13733.045190599405	-13642.673181221006	-90.37200937839967	0.001330931653162303
21100000	-13748.11852749153	-13647.03670281563	-101.08182467589951	6.860203421806526E-4
21150000	-13756.30862448136	-13648.79751598779	-107.51110849357133	5.347383469778286E-4
21200000	-13747.780683098417	-13646.616611286303	-101.16407181211412	7.113211650376526E-4
21250000	-13733.377563093436	-13638.46937428834	-94.9081888050965	0.0010069873228805946
21300000	-13730.208136932899	-13641.006262341798	-89.20187459110174	0.001423818188730114
21350000	-13742.166026229901	-13643.68843715085	-98.47758907905168	7.970014197579312E-4
21400000	-13757.173634515671	-13644.90256326892	-112.2710712467509	4.435935917954892E-4
21450000	-13751.365938311752	-13646.347955717569	-105.01798259418358	5.708023250280265E-4
21500000	-13743.279469909063	-13638.142853965886	-105.13661594317624	5.720707668821964E-4
21550000	-13742.629680758064	-13643.085928894448	-99.54375186361487	7.540039813695047E-4
21600000	-13730.924430835095	-13639.627757499306	-91.29667333578907	0.0012885644778206774
21650000	-13735.108661802291	-13646.39380464446	-88.71485715783173	0.0015144248040402204
21700000	-13732.858163762856	-13639.717225039394	-93.14093872346156	0.0011040437264590532
21750000	-13742.597380210527	-13642.408852343826	-100.18852786670054	7.425378776848148E-4
21800000	-13739.96079523301	-13645.53119386255	-94.42960137046069	9.916486484413689E-4
21850000	-13753.673910159663	-13647.831616592872	-105.84229356679153	5.765025956488134E-4
21900000	-13729.121056954957	-13639.511123025983	-89.60993392897485	0.0014154809923176354
21950000	-13729.233290210474	-13638.02031050038	-91.21297971009254	0.001276385364314804
22000000	-13734.749690088349	-13640.854126245678	-93.89556384267038	0.0010539219198217663
22050000	-13742.932397426197	-13643.863184646532	-99.06921277966501	7.844975408670124E-4
22100000	-13749.636908602304	-13647.156631134194	-102.48027746811046	6.581590000085976E-4
22150000	-13752.672828470932	-13652.936382660127	-99.73644581080416	7.381238922307306E-4
22200000	-13741.350258675902	-13643.495556477004	-97.85470219889832	8.307290106758989E-4
22250000	-13738.494137462189	-13643.937863216102	-94.55627424608684	0.0010059611231307932
22300000	-13735.40953236923	-13639.325758198896	-96.08377417033519	8.935227494201123E-4
22350000	-13749.161569174961	-13645.134043197542	-104.02752597741852	6.264447582958229E-4
22400000	-13743.51140933404	-13641.130510103678	-102.38089923036122	6.571188148107431E-4
22450000	-13748.980444496587	-13641.588578321354	-107.3918661752321	5.398592585613535E-4
22500000	-13744.800033349742	-13644.882084073055	-99.91794927668732	7.542298673936648E-4
22550000	-13737.979544060421	-13643.515517531672	-94.46402652874912	0.001018408494381699
22600000	-13733.287495327593	-13641.18679974698	-92.10069558061386	0.001144276839236815
22650000	-13739.99098536645	-13644.284991192582	-95.7059941738676	9.539570717664914E-4
22700000	-13742.383335514172	-13641.42208109191	-100.96125442226271	7.194060539289079E-4
22750000	-13730.15853778668	-13640.416975828304	-89.74156195837477	0.0013687970812497233
22800000	-13745.118122207601	-13644.202920179048	-100.91520202855358	6.978312201515143E-4
22850000	-13735.751063719024	-13643.405186761722	-92.34587695730202	0.0011506637041210255
22900000	-13744.3077658256	-13650.150892705555	-94.15687312004668	0.0010280806432236703
22950000	-13741.18087213446	-13639.75608543251	-101.42478670195077	6.842274496372091E-4
23000000	-13746.155577639385	-13647.654189910074	-98.50138772931197	7.784664490245038E-4
23050000	-13736.759179945266	-13641.390138591532	-95.36904135373389	9.721856804400465E-4
23100000	-13739.378973661174	-13641.041417460043	-98.33755620113142	8.139654978238082E-4
23150000	-13755.441459832125	-13657.623764872125	-97.81769495999977	7.714055610295118E-4
23200000	-13741.291825580262	-13649.695324454704	-91.5965011255584	0.001199687991858681
23250000	-13748.781751651646	-13644.603657217527	-104.1780944341192	6.294065553154893E-4
23300000	-13745.334302866733	-13642.977698977425	-102.35660388930748	6.761958676530068E-4
23350000	-13751.219732880585	-13645.663878966006	-105.55585391457842	5.638934735616675E-4
23400000	-13743.305274116521	-13643.335158452799	-99.97011566372242	7.26162355426454E-4
23450000	-13736.687154267842	-13639.260877225595	-97.42627704224604	8.487760119947898E-4
23500000	-13749.202696073902	-13640.648212137547	-108.55448393635591	4.7909534617505403E-4
23550000	-13746.507271609857	-13642.7084720011	-103.79879960875674	6.332633057537274E-4
23600000	-13740.351386809607	-13639.702190371609	-100.6491964379975	7.345195801747048E-4
23650000	-13750.348319171611	-13647.033918418743	-103.31440075286818	6.28545791484444E-4
23700000	-13737.785701276112	-13639.390330522156	-98.39537075395599	7.902538794881872E-4
23750000	-13742.277485508159	-13646.81417462634	-95.46331088181736	9.926944648222104E-4
23800000	-13729.391072187058	-13641.43540363797	-87.95566854908866	0.0016159705453708255
23850000	-13740.899039924603	-13645.821265235605	-95.07777468899843	9.458101019468309E-4
23900000	-13739.630372222613	-13643.10279368187	-96.52757854074308	9.458655775107199E-4
23950000	-13739.015085759103	-13640.75464135174	-98.26044440736484	8.237471211718224E-4
24000000	-13729.805555118	-13643.257978075459	-86.54757704254276	0.0019053251347528782
24050000	-13750.374183420208	-13647.117263841808	-103.25691957840017	6.635441039876354E-4
24100000	-13739.536323472968	-13639.681955324559	-99.85436814840888	7.539203720581981E-4
24150000	-13738.065110690331	-13640.92584281124	-97.13926787909162	8.686808888452067E-4
24200000	-13740.715525796018	-13642.631018822918	-98.0845069731002	8.062610062432066E-4
24250000	-13746.294700467912	-13643.54450117634	-102.75019929157119	6.479288237775506E-4
24300000	-13737.846766076964	-13639.409000187592	-98.43776588937153	8.102970201250058E-4
24350000	-13734.228835562477	-13641.880478264886	-92.34835729759166	0.0011413651500392405
24400000	-13741.273433462668	-13643.416597686813	-97.85683577585345	7.795978382377822E-4
24450000	-13741.240223452158	-13642.20502817553	-99.0351952766289	7.986292840742541E-4
24500000	-13747.90006647493	-13642.711188297419	-105.18887817751092	5.687202752083326E-4
24550000	-13736.086566807682	-13640.372048765212	-95.7145180424705	9.584223142251725E-4
24600000	-13739.596159320025	-13641.341110266754	-98.25504905327051	7.722978274077274E-4
24650000	-13735.065915215788	-13643.877539710924	-91.1883755048643	0.0013332714591806915
24700000	-13736.49321789091	-13640.95932844905	-95.53388944185927	9.432275402359793E-4
24750000	-13735.343397287068	-13642.104622724875	-93.23877456219327	0.0010630638667839497
24800000	-13753.159991663999	-13649.89666589678	-103.26332576721781	6.040738181674569E-4
24850000	-13739.924041613149	-13639.260214514528	-100.66382709862032	7.109583867703774E-4
24900000	-13743.779260340067	-13646.884843894079	-96.89441644598875	8.587250637694261E-4
24950000	-13746.404448114623	-13646.18030995172	-100.22413816290342	7.475459623014541E-4
25000000	-13733.54632730104	-13639.749149377882	-93.79717792315691	0.0010533617049671112
25050000	-13739.667452965337	-13639.996262573168	-99.67119039216918	7.541619230605908E-4
25100000	-13756.688051152736	-13647.71478426325	-108.97326688948594	5.026863687749663E-4
25150000	-13744.553903137663	-13647.358799176225	-97.19510396143718	8.662770436179737E-4
25200000	-13738.349248214043	-13641.316297578742	-97.03295063530166	8.762481874459507E-4
25250000	-13737.508311380749	-13644.873755143833	-92.63455623691527	0.0011941994045103666
25300000	-13751.080122559484	-13651.613322214867	-99.46680034461654	7.237844969926257E-4
25350000	-13740.01946670902	-13640.961696365106	-99.05777034391404	7.824273966655418E-4
25400000	-13734.484877242416	-13642.327887352465	-92.15698988995058	0.0012155788069187104
25450000	-13746.976179368356	-13642.163783188951	-104.81239617940525	5.946822973856519E-4
25500000	-13745.982365295802	-13645.52321732684	-100.4591479689624	6.983958789349424E-4
25550000	-13739.868946506278	-13644.03257145283	-95.8363750534474	9.113379241139866E-4
25600000	-13750.685175922645	-13644.396086207771	-106.28908971487351	5.623450164909066E-4
25650000	-13741.333468851037	-13641.635169632456	-99.69829921858124	7.270545515409401E-4
25700000	-13741.356210630662	-13642.515573657238	-98.84063697342305	7.763027059316364E-4
25750000	-13739.013379806376	-13642.871983493347	-96.14139631302875	9.026979306297396E-4
25800000	-13740.362374531689	-13646.640970562976	-93.72140396871296	0.001103189715103816
25850000	-13734.916805108296	-13641.224466255246	-93.69233885304983	0.0010702212076945175
25900000	-13747.43437125393	-13644.118165275519	-103.31620597841169	6.522634748916661E-4
25950000	-13739.448501223627	-13642.607522520559	-96.84097870306805	8.640859648941417E-4
26000000	-13742.931941721565	-13641.359729327256	-101.57221239430885	6.776523725822864E-4
26050000	-13745.835724229382	-13646.090183435124	-99.74554079425863	7.599651832041778E-4
26100000	-13735.041694830532	-13645.007978173675	-90.0337166568566	0.0013776863602941761
26150000	-13732.553693289106	-13644.142606548738	-88.41108674036866	0.0016528149881709843
26200000	-13738.88726521408	-13642.781828289679	-96.1054369244004	9.156967211589947E-4
26250000	-13750.388185093143	-13645.695707325436	-104.69247776770611	5.946911467527307E-4
26300000	-13735.97570958796	-13643.24216418674	-92.73354540121885	0.0011315702619361396
26350000	-13743.31365779374	-13645.238667624319	-98.07499016942226	8.252883081519148E-4
26400000	-13735.660303437067	-13637.09504837105	-98.56525506601805	8.057956492176139E-4
26450000	-13738.416155459618	-13641.161508718373	-97.2546467412448	8.489472693553001E-4
26500000	-13746.270217548785	-13647.349070511305	-98.92114703747896	7.65274082233122E-4
26550000	-13734.775450540428	-13642.964308546876	-91.81114199355274	0.001224759873944873
26600000	-13743.255037532883	-13644.127421875557	-99.12761565732568	7.86735323816279E-4
26650000	-13743.691627619974	-13642.039942645719	-101.65168497425398	6.945203744769448E-4
26700000	-13752.71606920409	-13647.848347510866	-104.8677216932238	6.069665287098649E-4
26750000	-13745.092348865695	-13644.046950829284	-101.04539803641032	7.029827502712553E-4
26800000	-13743.116254353185	-13639.133751175255	-103.98250317792952	6.344906470753316E-4
26850000	-13748.990282880039	-13641.85898256745	-107.13130031258889	5.380873544535165E-4
26900000	-13733.035033211609	-13638.033855151245	-95.00117806036343	9.829603200256925E-4
26950000	-13736.285300279256	-13642.25582486529	-94.02947541396655	0.0010184450571213317
27000000	-13737.932678066441	-13642.184022418378	-95.74865564806431	9.386273335236157E-4
27050000	-13729.029912427623	-13640.284114598213	-88.74579782940936	0.0015194096893951384
27100000	-13748.949817686493	-13648.99239252907	-99.95742515742225	7.398163289910184E-4
27150000	-13746.616001145567	-13649.064349970848	-97.55165117471964	8.509821313836091E-4
27200000	-13751.327063686485	-13647.068822643852	-104.2582410426333	6.123119456763527E-4
27250000	-13735.102378625812	-13638.772391304106	-96.32998732170536	8.869212532490296E-4
27300000	-13732.640151160582	-13639.449082650364	-93.19106851021732	0.0011173868611376175
27350000	-13739.118146203942	-13639.672768868775	-99.44537733516721	7.681261662570702E-4
27400000	-13749.012536127819	-13643.66767480928	-105.34486131853856	5.833637601477277E-4
27450000	-13730.893952309325	-13643.656010398838	-87.23794191048736	0.0017603573707447682
27500000	-13741.216783446362	-13642.232092516311	-98.98469093005102	8.161576765360698E-4
27550000	-13734.44441214589	-13641.614060576247	-92.83035156964274	0.0011266097171494195
27600000	-13741.52351733187	-13640.060647245256	-101.46287008661406	6.934672984579274E-4
27650000	-13748.80105449786	-13642.306895813857	-106.49415868400317	5.473158117721568E-4
27700000	-13737.652314475852	-13642.552685265466	-95.09962921038687	9.518051629866819E-4
27750000	-13736.085782663044	-13643.271471986533	-92.81431067651017	0.001102415760338715
27800000	-13737.3242010116	-13645.13795489497	-92.18624611662955	0.0011788071385425087
27850000	-13737.69725310495	-13644.492873220224	-93.20437988472693	0.0011092264233511283
27900000	-13730.922436917303	-13639.92106610514	-91.00137081216154	0.0012731628035371346
27950000	-13730.288920110746	-13640.797318971567	-89.49160113917951	0.0015323747605798463
28000000	-13740.47086333874	-13645.49758966034	-94.97327367840046	9.835574198625398E-4
28050000	-13738.453247097348	-13642.333951020508	-96.11929607684091	9.226406194229677E-4
28100000	-13731.569149105433	-13643.140067810436	-88.42908129499703	0.0015880697004604844
28150000	-13744.110394206185	-13641.803272411189	-102.30712179499731	6.458109783318894E-4
28200000	-13740.576386704135	-13641.834601857134	-98.7417848470008	8.076580605294661E-4
28250000	-13737.173119071136	-13641.298402550923	-95.87471652021256	9.365197698800749E-4
28300000	-13742.016570562355	-13646.25937368937	-95.75719687298461	9.494060048034834E-4
28350000	-13735.586678706062	-13641.133301912296	-94.45337679376613	0.001031404831788238
28400000	-13731.144706005683	-13639.310286285427	-91.83441972025761	0.001174514311770309
28450000	-13750.255336565308	-13652.556652383275	-97.69868418203282	8.331689531913171E-4
28500000	-13747.294493592855	-13643.989892436655	-103.30460115619964	6.241144474096528E-4
28550000	-13741.84784436676	-13644.5189964988	-97.32884786795928	8.515735564992637E-4
28600000	-13737.464392333313	-13644.268575492644	-93.19581684066945	0.0010483743194584277
28650000	-13744.778966592934	-13641.61696005154	-103.16200654139334	6.332673582875259E-4
28700000	-13740.848469377184	-13639.262555189174	-101.58591418800941	7.050790152849364E-4
28750000	-13740.593620282969	-13640.220575221036	-100.37304506193249	7.25768164952391E-4
28800000	-13743.649011489262	-13645.383823741227	-98.26518774803468	7.938706220182379E-4
28850000	-13743.881587215044	-13645.82962626784	-98.05196094720576	8.582249559049712E-4
28900000	-13735.476251182006	-13641.15049530501	-94.3257558769964	0.0010142300760236137
28950000	-13732.013653317403	-13641.324750488398	-90.68890282900419	0.0013152308985898088
29000000	-13745.444452569762	-13646.614383438417	-98.83006913134443	7.945499245185594E-4
29050000	-13749.93218834951	-13644.82840936739	-105.10377898212022	5.830470432535107E-4
29100000	-13735.01835560036	-13645.032854546242	-89.98550105411798	0.0013050208365905157
29150000	-13750.282813617912	-13646.8994414537	-103.38337216421249	6.515281030869334E-4
29200000	-13744.676143002527	-13647.176022865988	-97.50012013653964	8.56016173412297E-4
29250000	-13742.58778943526	-13644.02056071873	-98.56722871652909	7.98481532915709E-4
29300000	-13730.704706856242	-13641.021304799357	-89.68340205688526	0.0013720668983827464
29350000	-13742.22570635366	-13646.019147340969	-96.20655901269174	9.086373345813538E-4
29400000	-13737.75587628576	-13642.084627471966	-95.67124881379493	9.487848718680523E-4
29450000	-13747.53869740646	-13645.763684266662	-101.77501313979893	7.23304170621674E-4
29500000	-13743.283772101486	-13643.734066660554	-99.54970544093231	7.58256853014644E-4
29550000	-13729.953894787443	-13638.082809725951	-91.87108506149248	0.0012185791351896178
29600000	-13743.285955854799	-13647.35071184769	-95.93524400710817	9.489910154724318E-4
29650000	-13738.952542142382	-13640.726546513188	-98.22599562919395	7.996278396956219E-4
29700000	-13746.676482056191	-13648.571680844312	-98.10480121187918	8.063502703529658E-4
29750000	-13743.374971091505	-13639.202745115985	-104.1722259755208	6.222341196850281E-4
29800000	-13738.521428230079	-13643.581323435968	-94.94010479411028	9.94634925932978E-4
29850000	-13744.797909588387	-13647.338066806726	-97.45984278166269	8.101496824472925E-4
29900000	-13739.661108974415	-13646.569524200466	-93.09158477394847	0.001130320817572674
29950000	-13739.524712801713	-13641.340158199639	-98.18455460207387	8.194067451486223E-4
30000000	-13736.68887356439	-13640.766861058473	-95.92201250591654	8.976653182096963E-4
30050000	-13744.962377109263	-13644.549300534714	-100.41307657454853	7.120017709656036E-4
30100000	-13745.893185989524	-13644.486430192874	-101.40675579665049	7.100975160000996E-4
30150000	-13737.612315129682	-13643.770008468444	-93.84230666123688	0.001086584205668979
30200000	-13736.697905195168	-13640.604010689083	-96.0938945060838	9.246852014478578E-4
30250000	-13735.286981403338	-13642.676900924678	-92.61008047865954	0.001091330704987939
30300000	-13741.995391045824	-13640.511957345854	-101.483433699971	6.991351543272297E-4
30350000	-13738.832334379555	-13641.492431509134	-97.33990287041998	8.74759511070705E-4
30400000	-13740.227075802119	-13640.448669438163	-99.77840636395484	7.398292673522376E-4
30450000	-13733.362813663445	-13638.85793648429	-94.5048771791551	0.001005429680250007
30500000	-13741.86935469678	-13645.49947055622	-96.36988414056069	9.342458473825878E-4
30550000	-13746.780266414167	-13643.20077357734	-103.57949283682694	6.247254426179941E-4
30600000	-13747.841239009967	-13648.097465309544	-99.74377370042457	7.977270348098906E-4
30650000	-13740.22822888147	-13643.15481063496	-97.073418246509	8.837947482530736E-4
30700000	-13741.747862293669	-13647.362729449203	-94.3851328444648	0.0010208171858389918
30750000	-13733.196314908922	-13639.31583714531	-93.88047776361252	0.0010670053793084288
30800000	-13731.522975787879	-13642.028510118244	-89.49446566963533	0.0014382788545617329
30850000	-13747.847199692102	-13650.303357784418	-97.54384190768327	8.408025417029622E-4
30900000	-13742.704475785842	-13644.454829072874	-98.24964671296689	8.427954675730805E-4
30950000	-13746.36234124983	-13646.148066732367	-100.21427451746327	7.741873567465429E-4
31000000	-13746.546567662032	-13646.300754179123	-100.2458134829093	7.19053915560443E-4
31050000	-13742.852518084273	-13646.002692068418	-96.8498260158553	8.803156808701185E-4
31100000	-13745.99692340042	-13641.978471428698	-104.01845197172254	6.510253443266427E-4
31150000	-13739.913868225593	-13649.050788309734	-90.86307991585748	0.001280702458494871
31200000	-13738.747152120572	-13645.126489802518	-93.6206623180537	0.001074465363208623
31250000	-13748.747901833216	-13644.896626240845	-103.85127559237202	6.489314045317146E-4
31300000	-13742.849081371478	-13644.507447353359	-98.34163401811868	7.899224813748972E-4
31350000	-13734.024163477321	-13643.31614239225	-90.70802108507013	0.0013407519877771227
31400000	-13750.669829905963	-13652.023232137204	-98.64659776875794	7.749362528733773E-4
31450000	-13751.129764127065	-13651.434661315321	-99.69510281174351	7.682091804751766E-4
31500000	-13735.630419735266	-13642.23036519572	-93.40005453954488	0.0010665920927159743
31550000	-13745.054820537438	-13642.751234961455	-102.30358557598333	6.91838680369726E-4
31600000	-13731.158277317887	-13641.180583276533	-89.97769404135411	0.0013878321412415814
31650000	-13739.588595364043	-13645.566097620453	-94.02249774358917	0.0010015750768548582
31700000	-13753.043269582722	-13641.620986739703	-111.42228284301908	4.51787602555703E-4
31750000	-13738.941580840883	-13644.374766336588	-94.56681450429413	9.885200446473263E-4
31800000	-13742.228756334136	-13643.300098365866	-98.92865796826977	7.306377260767169E-4
31850000	-13740.49810201947	-13642.266801219745	-98.2313007997256	8.459639051276331E-4
31900000	-13744.609879636371	-13645.740465274446	-98.86941436192582	8.006136489301452E-4
31950000	-13737.84141892952	-13642.96437274351	-94.87704618600995	9.984898393991545E-4
32000000	-13739.391680401395	-13648.01412228857	-91.37755811282406	0.001255943153912392
32050000	-13740.865382775206	-13641.682283381113	-99.18309939409228	7.597935338938793E-4
32100000	-13740.194110690118	-13643.822706299994	-96.3714043901233	9.066888085862789E-4
32150000	-13740.302734461236	-13640.909180447667	-99.39355401357047	7.62016143794947E-4
32200000	-13738.752333683407	-13643.564415636107	-95.18791804730071	9.693764944583262E-4
32250000	-13744.726429307791	-13638.310928339408	-106.41550096838299	5.61436577764133E-4
32300000	-13738.670769193688	-13640.41257792213	-98.25819127155694	8.00892383609262E-4
32350000	-13741.983118736263	-13646.111231596251	-95.87188714001203	9.434250764996815E-4
32400000	-13750.577081062995	-13650.493680107276	-100.08340095571802	7.028714346956945E-4
32450000	-13738.58488058273	-13641.457806346045	-97.1270742366848	9.026817358729796E-4
32500000	-13745.564275733032	-13642.875998529878	-102.68827720315316	6.5289808489459E-4
32550000	-13728.256648651282	-13637.629052951057	-90.62759570022588	0.001306039130231586
32600000	-13739.808420563726	-13640.469634015846	-99.33878654787998	7.782084111525137E-4
32650000	-13743.345449368064	-13642.467345366458	-100.87810400160525	7.102866311905179E-4
32700000	-13730.427746416422	-13641.987800844408	-88.43994557201428	0.001547941676506509
32750000	-13750.77918157286	-13641.508430387039	-109.27075118582135	5.073604231036188E-4
32800000	-13742.40131624928	-13644.792156426221	-97.60915982305757	8.669928042104896E-4
32850000	-13734.840853491443	-13643.827899837814	-91.01295365363053	0.0012892368824309875
32900000	-13737.516268420097	-13640.058564724965	-97.45770369513205	8.381320720506204E-4
32950000	-13747.10502792246	-13643.985155931518	-103.11987199094209	6.408326979137721E-4
33000000	-13738.524353246985	-13638.420478212976	-100.10387503400904	7.402644834400156E-4
33050000	-13743.196397564476	-13645.387537674334	-97.80885989014129	8.574517207089118E-4
33100000	-13741.447793310223	-13641.3647876884	-100.08300562182207	7.357515644213651E-4
33150000	-13753.056710351098	-13645.844947494063	-107.21176285703625	5.540021793213082E-4
33200000	-13746.357245742116	-13640.981201608734	-105.37604413338138	6.126529326320597E-4
33250000	-13731.826633360046	-13639.236951801922	-92.58968155812308	0.0011041068659802442
33300000	-13739.22437624194	-13645.53169937983	-93.69267686211023	0.0010890809070555067
33350000	-13749.060736351617	-13647.345088472515	-101.71564787910162	6.636853036669176E-4
33400000	-13736.923336975533	-13641.980093385597	-94.94324358993538	9.582244843054312E-4
33450000	-13738.202918615962	-13642.519767308098	-95.68315130786247	9.814234730848774E-4
